ObservationId,MediaId,Vote,Content,ClassId,Family,Genus,Species,Author,Date,Location,Latitude,Longitude,YearInCLEF,ObservationId2014,ImageId2014,LearnTag
38373,392,1,Entire,4098,Plantaginaceae,Plantago,Plantago maritima L.,florent beck,2012-9-24,Saint-Jean-de-Luz,43.40305,-1.65859,PlantCLEF2015,,,Train
23633,393,1,Entire,5403,Orobanchaceae,Odontites,Odontites luteus (L.) Clairv.,patricia jargeat,2014-10-4,Amélie-les-Bains-Palalda,42.46726,2.66694,PlantCLEF2015,,,Train
19,394,4,Flower,4074,Pittosporaceae,Pittosporum,Pittosporum tobira (Thunb.) W.T.Aiton,pierre bonnet,2011-4-30,Palavas-les-Flots,,,ImageCLEF2013,18726,28026,Train
17010,396,3,Leaf,2776,Fabaceae,Amorpha,Amorpha fruticosa L.,pierre bonnet,2014-5-5,Montpellier,43.60172,3.89596,PlantCLEF2015,,,Train
3581,397,3,Leaf,14812,Asteraceae,Tragopogon,Tragopogon porrifolius L.,john de vos,2012-4-28,Saint-Mathieu-de-Tréviers,43.7579,3.86132,PlantCLEF2015,,,Train
36217,398,3,Flower,3593,Lamiaceae,Mentha,Mentha suaveolens Ehrh.,florent beck,2013-8-5,La Roche-Posay,43.47908,-0.99564,PlantCLEF2015,,,Train
11588,400,2,Flower,3546,Lamiaceae,Galeopsis,Galeopsis tetrahit L.,Unknown335,2013-7-15,La Pont de Menat,46.0966,2.93156,PlantCLEF2014,2309,41140,Train
11281,401,3,Flower,1102,Asteraceae,Picris,Picris hieracioides L.,daniel mathieu,2007-7-15,Avignon,,,PlantCLEF2015,,,Train
9566,402,4,Stem,4109,Platanaceae,Platanus,Platanus x hispanica Mill. ex Münchh.,herve goeau,2010-10-9,Paris,52.35195,4.9213,ImageCLEF2013,4703,39852,Train
33955,403,3,Leaf,2176,Caryophyllaceae,Saponaria,Saponaria ocymoides L.,jean-pascal milcent,2011-4-26,Quissac,43.9135,3.98848,PlantCLEF2014,705,36757,Train
21365,405,3,Leaf,30227,Primulaceae,Lysimachia,Lysimachia vulgaris L.,julien barataud,2006-6-15,Gosné,,,PlantCLEF2014,19047,19880,Train
6284,407,3,Branch,383,Asteraceae,Ambrosia,Ambrosia artemisiifolia L.,liliane roubaudi,2012-9-8,Optevoz,,,PlantCLEF2015,,,Train
489,408,3,Entire,30423,Plantaginaceae,Veronica,Veronica chamaedrys L.,laurent petit,1999-8-15,Brévillers,,,PlantCLEF2014,4437,33100,Train
4300,409,3,Flower,5634,Cannabaceae,Celtis,Celtis australis L.,mathieu menand,2010-4-10,Castelnau-de-Guers,,,ImageCLEF2013,15146,10726,Train
15198,410,4,LeafScan,329,Araliaceae,Hedera,Hedera helix L.,pierre bonnet,2011-3-21,Montpellier,,,ImageCLEF2012,13739,16450,Train
5567,411,3,Flower,3279,Fagaceae,Castanea,Castanea sativa Mill.,michel pourchet,2006-6-14,Champ-sur-Drac,,,ImageCLEF2013,1683,53194,Train
23850,412,1,Branch,29922,Acanthaceae,Acanthus,Acanthus mollis L.,mathieu menand,2010-5-24,Moux,,,PlantCLEF2014,172,28219,Train
9427,413,3,Entire,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,5855,45950,Train
17857,414,2,Entire,2178,Caryophyllaceae,Saponaria,Saponaria officinalis L.,pauline guillaumeau,2014-11-2,,,,PlantCLEF2015,,,Train
29742,417,3,LeafScan,3438,Geraniaceae,Geranium,Geranium rotundifolium L.,matthieuduhau,2014-4-6,,44.77225,-0.60798,PlantCLEF2015,,,Train
31615,420,4,LeafScan,5602,Thymelaeaceae,Daphne,Daphne cneorum L.,daniel barthelemy,2011-10-11,Puechabon,,,ImageCLEF2012,11905,49550,Train
26414,421,3,Fruit,5134,Salicaceae,Salix,Salix alba L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,1036,20897,Train
19548,423,3,Leaf,8522,Sapindaceae,Acer,Acer campestre L.,penarf jean louis,2013-5-25,Bourges,47.07374,2.39943,PlantCLEF2014,18164,9194,Train
14713,424,3,LeafScan,3750,Lauraceae,Laurus,Laurus nobilis L.,ruddy benezet,2009-8-5,Beauvoisin,,,ImageCLEF2011,7951,44513,Train
37737,425,4,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,claude figureau,2010-6-6,Talmont la Guittière,,,PlantCLEF2014,6626,37389,Train
27318,426,3,Entire,1903,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,marc chouillou,2010-7-18,Lajo,44.87278,3.42928,PlantCLEF2014,18527,4725,Train
30912,427,4,LeafScan,4721,Rosaceae,Crataegus,Crataegus monogyna Jacq.,christine heinz,2010-7-15,Montpellier,,,ImageCLEF2011,15407,37196,Train
13339,428,2,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,herve goeau,2013-4-1,Meyssiès,48.84187,2.22709,PlantCLEF2014,12253,38492,Train
23210,429,2,Entire,30353,Crassulaceae,Sedum,Sedum dasyphyllum L.,emmanuel stratmains,2013-5-1,Beynes,43.94784,6.24646,PlantCLEF2015,,,Train
4409,430,3,Stem,3296,Fagaceae,Quercus,Quercus rubra L.,souheil selmi,2012-9-10,Rocquencourt,,,ImageCLEF2013,101,27068,Train
16062,432,3,Branch,6961,Poaceae,Hyparrhenia,Hyparrhenia hirta (L.) Stapf,liliane roubaudi,2014-4-25,Kolimbari,,,PlantCLEF2015,,,Train
16988,433,4,Flower,3465,Sapindaceae,Aesculus,Aesculus hippocastanum L.,herve goeau,2012-5-1,Sainte-Geneviève-des-Bois,48.8567,2.24104,ImageCLEF2013,16599,39071,Train
40510,436,3,Entire,1723,Brassicaceae,Isatis,Isatis tinctoria L.,liliane roubaudi,1996-5-10,Riboux,,,PlantCLEF2015,,,Train
15134,437,2,Branch,9898,Boraginaceae,Echium,Echium vulgare L.,george fowler,2014-6-10,Saint-Pierre-des-Tripiers,44.1963,3.2476,PlantCLEF2015,,,Train
22217,439,3,Leaf,3942,Oleaceae,Fraxinus,Fraxinus angustifolia Vahl,pierre bonnet,2011-4-9,Pérols,,,ImageCLEF2013,5291,55646,Train
12976,440,3,Fruit,30126,Moraceae,Ficus,Ficus carica L.,herve goeau,2012-4-17,Puichéric,,,ImageCLEF2013,3926,25436,Train
17944,442,4,Flower,1960,Caprifoliaceae,Lonicera,Lonicera implexa Aiton,paul fabre,2013-5-31,Montpellier,,,PlantCLEF2015,,,Train
37727,443,4,Flower,12625,Brassicaceae,Matthiola,Matthiola sinuata (L.) R.Br.,liliane roubaudi,2013-5-17,Gruissan,,,PlantCLEF2014,17020,18980,Train
10927,445,3,Leaf,12,Sapindaceae,Acer,Acer saccharinum L.,pierre bonnet,2014-9-25,Amance,48.75072,6.33346,PlantCLEF2015,,,Train
9923,446,3,Flower,2584,Caprifoliaceae,Dipsacus,Dipsacus fullonum L.,laurent petit,2006-8-3,Penmarch,,,PlantCLEF2014,530,5070,Train
9741,447,4,LeafScan,4074,Pittosporaceae,Pittosporum,Pittosporum tobira (Thunb.) W.T.Aiton,pierre bonnet,2010-7-7,,43.52872,3.93127,ImageCLEF2011,11608,17222,Train
19191,448,3,Entire,5522,Plantaginaceae,Veronica,Veronica persica Poir.,bertrand bui,2011-3-25,Paris,,,PlantCLEF2014,98,52679,Train
22581,449,2,Fruit,1948,Capparaceae,Capparis,Capparis spinosa L.,esra gauthier,2014-8-15,Kaş,36.20105,29.64043,PlantCLEF2015,,,Train
15598,450,3,Fruit,30386,Lamiaceae,Betonica,Betonica officinalis L.,emmanuel stratmains,2013-12-23,Mézières-sous-Lavardin,48.14974,0.05883,PlantCLEF2015,,,Train
1806,451,3,Flower,2657,Ericaceae,Erica,Erica cinerea L.,michel pourchet,2007-7-30,St Mesmin,,,PlantCLEF2014,17447,13856,Train
23947,452,1,Entire,5972,Cyperaceae,Carex,Carex riparia Curtis,constant berrou,2012-5-6,Marly,49.05983,6.1548,PlantCLEF2015,,,Train
4389,453,2,Branch,5062,Rubiaceae,Galium,Galium odoratum (L.) Scop.,francoise carle,2014-4-24,Estrées-sur-Noye,49.78667,2.33017,PlantCLEF2015,,,Train
38280,455,3,Entire,30311,Ranunculaceae,Ranunculus,Ranunculus flammula L.,jean-jacques houdre,2013-6-30,Viriat,,,PlantCLEF2014,13959,39531,Train
6646,456,3,Branch,4434,Ranunculaceae,Clematis,Clematis flammula L.,tela botanica tela botanica,2014-10-4,Montpellier,43.64846,3.87999,PlantCLEF2015,,,Train
27308,457,1,Entire,2910,Fabaceae,Genista,Genista sagittalis L.,alain bigou,2005-7-24,Fontrabiouse,42.63371,2.06243,PlantCLEF2014,16280,52508,Train
8482,459,3,Entire,5834,Amaryllidaceae,Pancratium,Pancratium maritimum L.,julien barataud,2008-10-15,Sète,,,PlantCLEF2014,17350,26497,Train
2137,460,3,Stem,1845,Cactaceae,Opuntia,Opuntia ficus-indica (L.) Mill.,pierre bonnet,2012-11-29,St Pierre CIRAD 3P,-21.32102,55.48516,PlantCLEF2015,,,Train
20858,461,3,Entire,2178,Caryophyllaceae,Saponaria,Saponaria officinalis L.,laurent petit,2005-8-13,Castelnaud-la-chapelle,,,PlantCLEF2014,13518,58413,Train
12702,462,4,Stem,3797,Magnoliaceae,Liriodendron,Liriodendron tulipifera L.,herve goeau,2013-4-21,Vert-le-Petit,48.84401,2.35995,PlantCLEF2014,17536,7106,Train
38854,463,4,LeafScan,7483,Altingiaceae,Liquidambar,Liquidambar styraciflua L.,herve goeau,2013-10-19,,45.48519,5.08697,PlantCLEF2014,11328,18991,Train
40102,464,2,Branch,2178,Caryophyllaceae,Saponaria,Saponaria officinalis L.,dominique remaud,2012-7-7,Limay,48.99666,1.73222,PlantCLEF2014,6534,20470,Train
15536,465,2,Leaf,1973,Adoxaceae,Viburnum,Viburnum tinus L.,alexis joly,2013-11-5,Montpellier,43.6373,3.83645,PlantCLEF2014,11541,17468,Train
7722,466,1,Branch,30006,Campanulaceae,Campanula,Campanula trachelium L.,liliane roubaudi,2014-8-3,Chamonix,,,PlantCLEF2015,,,Train
24205,467,3,Leaf,30109,Apiaceae,Eryngium,Eryngium bourgatii Gouan,liliane roubaudi,2013-8-20,Champex-lac,,,PlantCLEF2015,,,Train
11860,468,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,julien champ,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
7137,470,3,Branch,14563,Asteraceae,Sonchus,Sonchus asper (L.) Hill,genevieve botti,2013-3-29,Marseille,,,PlantCLEF2015,,,Train
7346,471,2,Entire,1914,Campanulaceae,Jasione,Jasione montana L.,laurent chauvel,1800-1-1,Guidel,,,PlantCLEF2015,,,Train
39393,473,3,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,genevieve botti,2012-7-6,Passy,,,ImageCLEF2013,6324,21064,Train
17477,474,4,Entire,29999,Ranunculaceae,Caltha,Caltha palustris L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,2265,55918,Train
40608,475,4,Entire,30433,Fabaceae,Coronilla,Coronilla varia L.,liliane roubaudi,2013-7-8,,,,PlantCLEF2014,3462,35399,Train
11137,476,4,LeafScan,3750,Lauraceae,Laurus,Laurus nobilis L.,pierre bonnet,2012-4-18,Montpellier,,,ImageCLEF2013,16928,40673,Train
38218,477,3,Leaf,4832,Rosaceae,Prunus,Prunus cerasifera Ehrh.,pierre bonnet,2013-3-16,Pérols,,,PlantCLEF2014,6057,17809,Train
14977,478,3,Entire,1914,Campanulaceae,Jasione,Jasione montana L.,alain bigou,2004-8-19,Fontrabiouse,42.63371,2.06243,PlantCLEF2014,16996,31555,Train
32745,479,4,Leaf,14839,Fabaceae,Trifolium,Trifolium stellatum L.,emmanuel stratmains,2013-4-22,Roquebrune-sur-Argens,43.44306,6.64519,PlantCLEF2014,18028,1564,Train
2289,480,4,LeafScan,59,Anacardiaceae,Rhus,Rhus coriaria L.,daniel barthelemy,2011-10-12,Montferrier,,,ImageCLEF2012,17195,51361,Train
30549,481,3.5,Leaf,8677,Araceae,Arum,Arum italicum Mill.,laetitia goeau,2013-3-9,Saint-Didier-de-la-Tour,45.5645,5.50933,PlantCLEF2014,7070,48825,Train
7914,482,4,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Unknown499,2013-4-24,Marsillargues,43.66667,4.17017,PlantCLEF2014,3951,51294,Train
24103,483,4,Flower,6345,Asparagaceae,Muscari,Muscari neglectum Guss. ex Ten.,alexis joly,2013-4-12,,43.60983,3.78683,PlantCLEF2014,16861,48325,Train
34579,485,4,LeafScan,4840,Rosaceae,Prunus,Prunus laurocerasus L.,annick larbouillat,2013-3-3,Croissy-Beaubourg,,,ImageCLEF2013,12657,47723,Train
5567,486,3,Flower,3279,Fagaceae,Castanea,Castanea sativa Mill.,michel pourchet,2006-6-14,Champ-sur-Drac,,,ImageCLEF2013,1683,2067,Train
11196,488,4,LeafScan,2631,Ebenaceae,Diospyros,Diospyros kaki L.f.,pierre bonnet,2010-10-27,Montpellier,,,ImageCLEF2011,17838,12282,Train
19726,489,5,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,claude figureau,2004-5-23,Sournia,,,PlantCLEF2014,18158,49926,Train
13876,490,4,Leaf,5769,Vitaceae,Parthenocissus,Parthenocissus quinquefolia (L.) Planch.,alexis joly,2013-4-21,Saint-Georges-d'Orques,43.61017,3.78483,PlantCLEF2014,6450,44449,Train
37646,491,4,LeafScan,3846,Moraceae,Broussonetia,Broussonetia papyrifera (L.) Vent.,pierre bonnet,2010-10-8,Montpellier,,,ImageCLEF2011,4661,25757,Train
28899,492,4,Stem,3288,Fagaceae,Quercus,Quercus ilex L.,pierre bonnet,2011-4-24,Montpellier,,,ImageCLEF2013,19365,4066,Train
20184,493,3,Leaf,30303,Dennstaedtiaceae,Pteridium,Pteridium aquilinum (L.) Kuhn,herve goeau,2013-9-23,Valencia,39.47693,-0.3867,PlantCLEF2014,10138,15964,Train
11574,495,3,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,Unknown371,2013-4-14,Thumeries,50.48367,3.06233,PlantCLEF2014,3994,38724,Train
25532,497,2,Flower,3942,Oleaceae,Fraxinus,Fraxinus angustifolia Vahl,pierre bonnet,2013-2-10,Montpellier,,,ImageCLEF2013,9816,51346,Train
3752,498,3.5,Leaf,7367,Blechnaceae,Blechnum,Blechnum spicant (L.) Roth,liliane roubaudi,2012-6-20,Huelgoat,,,ImageCLEF2013,14593,54543,Train
33667,499,3,Flower,5522,Plantaginaceae,Veronica,Veronica persica Poir.,dominique portal,2013-3-9,Courris,43.95789,2.41755,PlantCLEF2014,9759,33305,Train
6067,500,3,Branch,12549,Fabaceae,Lotus,Lotus maritimus L.,fabienne paire,2014-9-1,Optevoz,45.75334,5.33037,PlantCLEF2015,,,Train
8956,501,3,Entire,2629,Droseraceae,Drosera,Drosera rotundifolia L.,liliane roubaudi,2013-7-10,Saint-Gérons,,,PlantCLEF2014,14471,29534,Train
35147,502,3,Entire,1589,Brassicaceae,Cardamine,Cardamine flexuosa With.,bertrand bui,2012-1-22,Paris,,,PlantCLEF2015,,,Train
24073,503,3,LeafScan,42933,Rosaceae,Photinia,Photinia serrulata Lindl.,laetitia goeau,2012-4-22,Rocquencourt,,,ImageCLEF2012,15744,25513,Train
31475,504,4,Flower,4969,Rosaceae,Rubus,Rubus ulmifolius Schott,thierry pernot,1800-1-1,,,,PlantCLEF2014,10085,54033,Train
17816,505,3,Branch,1972,Adoxaceae,Viburnum,Viburnum opulus L.,claire sutter,2009-7-1,Hochfelden,48.74974,7.57799,PlantCLEF2014,9249,20445,Train
23288,506,3,LeafScan,3956,Oleaceae,Olea,Olea europaea L.,pierre bonnet,2013-3-12,Montferrier-sur-Lez,,,PlantCLEF2014,10849,48748,Train
37710,507,3,Flower,3519,Lamiaceae,Ajuga,Ajuga reptans L.,laurent petit,2011-4-30,Grouches-Luchuel,,,PlantCLEF2014,7340,31554,Train
38669,508,4,LeafScan,2689,Euphorbiaceae,Euphorbia,Euphorbia characias L.,daniel barthelemy,2011-10-11,Puechabon,,,ImageCLEF2012,16824,17146,Train
9120,509,3.5,Leaf,390,Asteraceae,Anacyclus,Anacyclus clavatus (Desf.) Pers.,pierre bonnet,2013-6-7,Montpellier,43.59748,3.90112,PlantCLEF2014,3508,19526,Train
5426,510,2.67,Entire,4436,Ranunculaceae,Clematis,Clematis vitalba L.,liliane roubaudi,2012-10-7,Lyon,,,ImageCLEF2013,3792,53567,Train
33915,511,2,Entire,1108,Asteraceae,Prenanthes,Prenanthes purpurea L.,liliane roubaudi,2014-8-6,Chamonix MontBlanc,,,PlantCLEF2015,,,Train
18427,512,4,Flower,30004,Campanulaceae,Campanula,Campanula rotundifolia L.,paul fabre,2013-7-11,Sablières,,,PlantCLEF2014,3685,56751,Train
2040,514,3,Flower,3865,Nyctaginaceae,Mirabilis,Mirabilis jalapa L.,malin,2014-8-26,Vinay,45.20352,5.41243,PlantCLEF2015,,,Train
22078,515,4,Flower,14561,Asteraceae,Solidago,Solidago virgaurea L.,ans gorter,2013-8-22,15 La Tuillière,,,PlantCLEF2015,,,Train
12969,517,4.5,Flower,1973,Adoxaceae,Viburnum,Viburnum tinus L.,daniel barthelemy,2012-3-25,Saint-Guilhem,,,ImageCLEF2013,7698,31774,Train
41444,518,4,LeafScan,4379,Lythraceae,Punica,Punica granatum L.,pierre bonnet,2013-11-29,Montpellier,,,PlantCLEF2014,11365,33374,Train
38290,519,3,Branch,1341,Boraginaceae,Lycopsis,Lycopsis arvensis L.,marie portas,2014-8-31,Bouray-sur-Juine,,,PlantCLEF2015,,,Train
35053,520,4,Flower,3826,Malvaceae,Malva,Malva moschata L.,pat desnos,2013-9-29,Lavaudieu,45.26342,3.46162,PlantCLEF2014,1481,42969,Train
37667,522,1,Branch,30318,Rhamnaceae,Rhamnus,Rhamnus pumila Turra,michel pourchet,2006-6-19,,,,PlantCLEF2015,,,Train
32478,523,3,Entire,8688,Aspleniaceae,Asplenium,Asplenium ruta-muraria L.,genevieve botti,2014-2-9,Marseille,,,PlantCLEF2015,,,Train
27894,524,2,Branch,55,Anacardiaceae,Pistacia,Pistacia lentiscus L.,michel pourchet,2007-5-4,Serres,,,ImageCLEF2013,15923,29391,Train
14155,525,4,Entire,30381,Rosaceae,Sorbus,Sorbus aria (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,4261,30350,Train
22167,526,3,LeafScan,4379,Lythraceae,Punica,Punica granatum L.,pierre bonnet,2010-10-8,Montpellier,,,ImageCLEF2011,5897,39496,Train
20600,527,4,Flower,2579,Caprifoliaceae,Cephalaria,Cephalaria leucantha (L.) Schrad. ex Roem. & Schult.,alain bigou,2014-8-16,Milhars,44.11579,1.87428,PlantCLEF2015,,,Train
31523,528,2,Flower,30189,Brassicaceae,Microthlaspi,Microthlaspi perfoliatum (L.) F.K.Mey.,genevieve botti,2014-4-25,Nans-les-Pins,,,PlantCLEF2015,,,Train
9185,529,3,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,julien barataud,2006-6-14,Plévenon,,,ImageCLEF2013,11344,53783,Train
4545,530,1,Branch,4721,Rosaceae,Crataegus,Crataegus monogyna Jacq.,annick larbouillat,2011-5-11,Saint-Étienne-de-Gourgas,43.77267,3.37546,PlantCLEF2014,10688,51302,Train
9452,531,3,Leaf,3091,Fabaceae,Ononis,Ononis reclinata L.,herve goeau,2013-7-26,Sérignac-sur-Garonne,44.21801,0.48233,PlantCLEF2015,,,Train
3849,534,3,Leaf,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,pierre bonnet,2010-11-10,Montpellier,,,ImageCLEF2011,7439,31784,Train
22009,536,3,LeafScan,5128,Salicaceae,Populus,Populus nigra L.,daniel barthelemy,2011-10-12,Montferrier,,,ImageCLEF2012,4794,42228,Train
38448,537,3,Leaf,6365,Asparagaceae,Polygonatum,Polygonatum odoratum (Mill.) Druce,hugues tinguy,2012-4-13,Ribeauvillé,,,PlantCLEF2015,,,Train
23101,538,4,Flower,5062,Rubiaceae,Galium,Galium odoratum (L.) Scop.,john de vos,2014-6-9,Valleraugue,44.1041,3.53979,PlantCLEF2015,,,Train
10775,539,1,Flower,166,Apiaceae,Echinophora,Echinophora spinosa L.,liliane roubaudi,2013-8-2,Fleury,,,PlantCLEF2014,9228,29816,Train
26381,540,3,Flower,1611,Brassicaceae,Erysimum,Erysimum cheiri (L.) Crantz,herve goeau,2014-5-2,,47.59039,2.85702,PlantCLEF2015,,,Train
26436,541,4,LeafScan,42933,Rosaceae,Photinia,Photinia serrulata Lindl.,pierre bonnet,2011-10-20,Montpellier,,,ImageCLEF2012,606,29093,Train
23733,542,3,Flower,5142,Salicaceae,Salix,Salix babylonica L.,pierre bonnet,2012-3-28,Montpellier,,,PlantCLEF2014,8025,19892,Train
11911,543,4,LeafScan,1973,Adoxaceae,Viburnum,Viburnum tinus L.,annick larbouillat,2009-8-24,Roissy-en-Brie,,,ImageCLEF2011,11553,2684,Train
19039,544,3,Entire,5604,Thymelaeaceae,Daphne,Daphne laureola L.,julien barataud,2005-6-8,Seix,,,PlantCLEF2014,9530,53248,Train
35206,545,4,Leaf,30126,Moraceae,Ficus,Ficus carica L.,alexis joly,2013-5-9,Saint-Georges-d'Orques,43.61029,3.78474,PlantCLEF2014,8558,18389,Train
22580,546,4,Fruit,3283,Fagaceae,Quercus,Quercus coccifera L.,pierre bonnet,2011-12-3,Salon-de-Provence,,,ImageCLEF2013,16669,28038,Train
36430,547,3,Leaf,3846,Moraceae,Broussonetia,Broussonetia papyrifera (L.) Vent.,pierre bonnet,2011-4-12,Montpellier,,,ImageCLEF2012,9580,51516,Train
39305,548,3,Leaf,30299,Lamiaceae,Prunella,Prunella vulgaris L.,valerie bruneau-querey,2011-7-21,Beaumesnil,49.01113,0.70553,PlantCLEF2014,18047,8057,Train
27936,549,4,Flower,2859,Fabaceae,Coronilla,Coronilla glauca L.,christine delorme,2013-4-25,Rognes,43.66086,5.36064,PlantCLEF2014,12178,17967,Train
8035,550,3,Entire,2689,Euphorbiaceae,Euphorbia,Euphorbia characias L.,christophe girod,2003-3-12,Site (les Pierres Blanches),,,ImageCLEF2013,5630,33262,Train
15592,552,4,Flower,6433,Orchidaceae,Dactylorhiza,Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.,julien barataud,2007-6-16,Fontpédrouse,,,PlantCLEF2015,,,Train
12080,554,4,Flower,8677,Araceae,Arum,Arum italicum Mill.,pierre bonnet,2013-5-2,Villeneuve-lès-Maguelone,,,PlantCLEF2014,19230,41948,Train
17243,556,3,Stem,4109,Platanaceae,Platanus,Platanus x hispanica Mill. ex Münchh.,gregoire duche,2011-5-26,Montpellier,43.65055,3.86544,ImageCLEF2013,9459,43263,Train
12263,558,3,Leaf,960,Asteraceae,Homogyne,Homogyne alpina (L.) Cass.,alain bigou,2005-6-23,Auzat,42.71095,1.42685,PlantCLEF2015,,,Train
610,559,3,Entire,8686,Aspleniaceae,Asplenium,Asplenium adiantum-nigrum L.,bertrand bui,2012-1-11,Paris,,,PlantCLEF2015,,,Train
39089,560,3,Entire,8650,Plumbaginaceae,Armeria,Armeria maritima Willd.,marie portas,2012-9-9,Île-de-Batz,,,PlantCLEF2014,16139,25412,Train
10790,561,3,Entire,2841,Fabaceae,Ceratonia,Ceratonia siliqua L.,patricia jargeat,2011-9-18,Amélie-les-Bains-Palalda,42.48511,2.68173,PlantCLEF2015,,,Train
17854,562,2,Fruit,5834,Amaryllidaceae,Pancratium,Pancratium maritimum L.,florent beck,2013-6-27,Tarnos,43.57716,-1.48727,PlantCLEF2014,1229,29048,Train
18794,563,2,Branch,3960,Oleaceae,Phillyrea,Phillyrea media L.,teima,2014-3-13,,,,PlantCLEF2015,,,Train
15603,565,3,Flower,14899,Adoxaceae,Viburnum,Viburnum lantana L.,michel pourchet,2006-4-20,Champ-sur-Drac,,,ImageCLEF2013,11525,39200,Train
18091,566,3,Branch,5411,Paulowniaceae,Paulownia,Paulownia tomentosa (Thunb.) Steud.,liliane roubaudi,2013-4-18,Prades-le-Lez,,,PlantCLEF2015,,,Train
23178,567,4,Stem,3841,Meliaceae,Melia,Melia azedarach L.,pierre bonnet,2013-2-16,Lattes,,,ImageCLEF2013,12348,13338,Train
29013,568,3,LeafScan,1972,Adoxaceae,Viburnum,Viburnum opulus L.,annick larbouillat,2011-10-23,Pontault-Combault,48.78613,2.62331,ImageCLEF2012,7800,59937,Train
40252,570,3,Fruit,3465,Sapindaceae,Aesculus,Aesculus hippocastanum L.,vera bakic,2012-4-12,Rocquencourt,,,ImageCLEF2013,978,34995,Train
33673,571,2.5,Fruit,2674,Ericaceae,Vaccinium,Vaccinium myrtillus L.,alain bigou,2004-8-11,Aulus-les-Bains,42.75382,1.38299,PlantCLEF2014,11319,15906,Train
28012,572,3,Flower,3865,Nyctaginaceae,Mirabilis,Mirabilis jalapa L.,pierre bonnet,2013-9-24,"Valencia, Espagne",39.47617,-0.3866,PlantCLEF2015,,,Train
37286,574,2,Leaf,30311,Ranunculaceae,Ranunculus,Ranunculus flammula L.,liliane roubaudi,2013-7-8,Laveissière,,,PlantCLEF2014,4216,32991,Train
18884,575,3,Entire,30318,Rhamnaceae,Rhamnus,Rhamnus pumila Turra,florent beck,2014-4-13,Larrau,,,PlantCLEF2015,,,Train
24737,576,3,Entire,30198,Lamiaceae,Lamium,Lamium amplexicaule L.,jean-paul hugbart,2014-3-17,Chalon-sur-Saône,46.78101,4.85873,PlantCLEF2015,,,Train
31572,577,3,Flower,30317,Rhamnaceae,Rhamnus,Rhamnus alpina L.,michel pourchet,2007-4-27,Saou,,,PlantCLEF2015,,,Train
32852,578,4,Fruit,1973,Adoxaceae,Viburnum,Viburnum tinus L.,jean-francois molino,2012-4-24,Montpellier,,,ImageCLEF2013,7517,17445,Train
10915,579,3,Flower,3626,Lamiaceae,Prunella,Prunella grandiflora (L.) Schöller,catherine mahyeux,2011-5-29,Montbel,,,PlantCLEF2015,,,Train
32860,581,3,Flower,29933,Caryophyllaceae,Agrostemma,Agrostemma githago L.,genevieve botti,2012-6-25,Yzeron,,,PlantCLEF2015,,,Train
17990,584,4,Flower,3530,Lamiaceae,Clinopodium,Clinopodium vulgare L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,14021,26135,Train
36102,585,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,herve goeau,2013-8-8,Sainte-Geneviève-des-Bois,48.64801,2.33587,PlantCLEF2014,4884,5058,Train
26464,586,3,Branch,799,Asteraceae,Galactites,Galactites tomentosus Moench,bertrand bui,2011-4-2,Martigues,43.32967,5.07465,PlantCLEF2015,,,Train
20390,587,1,Branch,4620,Rhamnaceae,Rhamnus,Rhamnus cathartica L.,liliane pessotto,2012-9-25,Saint-Antonin-Noble-Val,44.1633,1.71318,PlantCLEF2014,8730,1101,Train
34404,588,3,Leaf,30193,Caprifoliaceae,Knautia,Knautia arvensis (L.) Coult.,catherine mahyeux,2011-5-29,Montbel,,,PlantCLEF2014,8834,15901,Train
5810,589,4,LeafScan,3942,Oleaceae,Fraxinus,Fraxinus angustifolia Vahl,pierre bonnet,2012-4-24,Montpellier (34),,,ImageCLEF2012,12426,44010,Train
9571,590,4,Fruit,9954,Geraniaceae,Erodium,Erodium cicutarium (L.) L'Hér.,jean-jacques houdre,2011-9-11,Mende,,,PlantCLEF2014,14782,34053,Train
24660,591,4,Flower,5324,Plantaginaceae,Digitalis,Digitalis purpurea L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,893,36789,Train
